"","Metric","Level","value","Time"
"215","specialisation asymmetry","Hummingbirds",0.161799259763095,"(4,9].2013.Low"
"216","linkage density","Hummingbirds",4.18732133372014,"(4,9].2013.Low"
"217","weighted connectance","Hummingbirds",0.116314481492226,"(4,9].2013.Low"
"218","Fisher alpha","Hummingbirds",NA,"(4,9].2013.Low"
"219","Shannon diversity","Hummingbirds",3.62685852264986,"(4,9].2013.Low"
"220","interaction evenness","Hummingbirds",0.630475919273272,"(4,9].2013.Low"
"221","Alatalo interaction evenness","Hummingbirds",0.7421678260911,"(4,9].2013.Low"
"222","H2","Hummingbirds",0.566629350345689,"(4,9].2013.Low"
"223","number.of.species.HL","Hummingbirds",15,"(4,9].2013.Low"
"224","mean.number.of.shared.partners.HL","Hummingbirds",1.25714285714286,"(4,9].2013.Low"
"225","cluster.coefficient.HL","Hummingbirds",0.378306878306878,"(4,9].2013.Low"
"226","weighted.cluster.coefficient.HL","Hummingbirds",0.382531305117618,"(4,9].2013.Low"
"227","niche.overlap.HL","Hummingbirds",0.16140311934699,"(4,9].2013.Low"
"228","togetherness.HL","Hummingbirds",0.151499118165785,"(4,9].2013.Low"
"229","C.score.HL","Hummingbirds",0.294858006694741,"(4,9].2013.Low"
"230","V.ratio.HL","Hummingbirds",4.01041666666667,"(4,9].2013.Low"
"231","discrepancy.HL","Hummingbirds",22,"(4,9].2013.Low"
"232","extinction.slope.HL","Hummingbirds",3.00797797648069,"(4,9].2013.Low"
"233","robustness.HL","Hummingbirds",0.741802335228184,"(4,9].2013.Low"
"234","functional.complementarity.HL","Hummingbirds",84.0144062016618,"(4,9].2013.Low"
"235","partner.diversity.HL","Hummingbirds",1.61365223903502,"(4,9].2013.Low"
"236","generality.HL","Hummingbirds",5.49749599856282,"(4,9].2013.Low"
"237","Raw.Camera","Hummingbirds",231,"(4,9].2013.Low"
"238","Raw.Transect","Hummingbirds",82,"(4,9].2013.Low"
"239","connectance","Plants",0.19047619047619,"(4,9].2013.Low"
"240","web asymmetry","Plants",-0.166666666666667,"(4,9].2013.Low"
"241","links per species","Plants",1.66666666666667,"(4,9].2013.Low"
"242","number of compartments","Plants",1,"(4,9].2013.Low"
"243","compartment diversity","Plants",NA,"(4,9].2013.Low"
"244","cluster coefficient","Plants",0.142857142857143,"(4,9].2013.Low"
"245","nestedness","Plants",16.9345722323732,"(4,9].2013.Low"
"246","weighted nestedness","Plants",0.395059165496153,"(4,9].2013.Low"
"247","weighted NODF","Plants",21.3920382968002,"(4,9].2013.Low"
"248","interaction strength asymmetry","Plants",-0.270656946804159,"(4,9].2013.Low"
"249","specialisation asymmetry","Plants",0.161799259763095,"(4,9].2013.Low"
"250","linkage density","Plants",4.18732133372014,"(4,9].2013.Low"
"251","weighted connectance","Plants",0.116314481492226,"(4,9].2013.Low"
"252","Fisher alpha","Plants",NA,"(4,9].2013.Low"
"253","Shannon diversity","Plants",3.62685852264986,"(4,9].2013.Low"
"254","interaction evenness","Plants",0.630475919273272,"(4,9].2013.Low"
"255","Alatalo interaction evenness","Plants",0.7421678260911,"(4,9].2013.Low"
"256","H2","Plants",0.566629350345689,"(4,9].2013.Low"
"257","number.of.species.HL","Plants",21,"(4,9].2013.Low"
"258","mean.number.of.shared.partners.HL","Plants",0.795238095238095,"(4,9].2013.Low"
"259","cluster.coefficient.HL","Plants",0.263835390946502,"(4,9].2013.Low"
"260","weighted.cluster.coefficient.HL","Plants",0.515922041852224,"(4,9].2013.Low"
"261","niche.overlap.HL","Plants",0.211180632981149,"(4,9].2013.Low"
"262","togetherness.HL","Plants",0.153246753246753,"(4,9].2013.Low"
"263","C.score.HL","Plants",0.570436507936508,"(4,9].2013.Low"
"264","V.ratio.HL","Plants",3.69976905311778,"(4,9].2013.Low"
"265","discrepancy.HL","Plants",22,"(4,9].2013.Low"
"266","extinction.slope.HL","Plants",2.49526446225157,"(4,9].2013.Low"
"267","robustness.HL","Plants",0.705828082633735,"(4,9].2013.Low"
"268","functional.complementarity.HL","Plants",87.7640665898616,"(4,9].2013.Low"
"269","partner.diversity.HL","Plants",0.922187941076963,"(4,9].2013.Low"
"270","generality.HL","Plants",2.87714666887747,"(4,9].2013.Low"
"271","Raw.Camera","Plants",231,"(4,9].2013.Low"
"272","Raw.Transect","Plants",82,"(4,9].2013.Low"
"273","connectance","Hummingbirds",0.147126436781609,"(4,9].2014.High"
"274","web asymmetry","Hummingbirds",-0.318181818181818,"(4,9].2014.High"
"275","links per species","Hummingbirds",1.45454545454545,"(4,9].2014.High"
"276","number of compartments","Hummingbirds",2,"(4,9].2014.High"
"277","compartment diversity","Hummingbirds",1.20310702625738,"(4,9].2014.High"
"278","cluster coefficient","Hummingbirds",0.103448275862069,"(4,9].2014.High"
"279","nestedness","Hummingbirds",12.8642867307036,"(4,9].2014.High"
"280","weighted nestedness","Hummingbirds",0.454783222429857,"(4,9].2014.High"
"281","weighted NODF","Hummingbirds",11.7390426490231,"(4,9].2014.High"
"282","interaction strength asymmetry","Hummingbirds",-0.0110530333294152,"(4,9].2014.High"
"283","specialisation asymmetry","Hummingbirds",0.190927974343154,"(4,9].2014.High"
"284","linkage density","Hummingbirds",3.95141533828664,"(4,9].2014.High"
"285","weighted connectance","Hummingbirds",0.089804894051969,"(4,9].2014.High"
"286","Fisher alpha","Hummingbirds",NA,"(4,9].2014.High"
"287","Shannon diversity","Hummingbirds",3.73793550937655,"(4,9].2014.High"
"288","interaction evenness","Hummingbirds",0.615262980947725,"(4,9].2014.High"
"289","Alatalo interaction evenness","Hummingbirds",0.651153727293229,"(4,9].2014.High"
"290","H2","Hummingbirds",0.698641579214492,"(4,9].2014.High"
"291","number.of.species.HL","Hummingbirds",15,"(4,9].2014.High"
"292","mean.number.of.shared.partners.HL","Hummingbirds",0.580952380952381,"(4,9].2014.High"
"293","cluster.coefficient.HL","Hummingbirds",0.249266492097044,"(4,9].2014.High"
"294","weighted.cluster.coefficient.HL","Hummingbirds",0.204958738715454,"(4,9].2014.High"
"295","niche.overlap.HL","Hummingbirds",0.0852395362409473,"(4,9].2014.High"
"296","togetherness.HL","Hummingbirds",0.0538720538720539,"(4,9].2014.High"
"297","C.score.HL","Hummingbirds",0.740986646510456,"(4,9].2014.High"
"298","V.ratio.HL","Hummingbirds",3.54521963824289,"(4,9].2014.High"
"299","discrepancy.HL","Hummingbirds",39,"(4,9].2014.High"
"300","extinction.slope.HL","Hummingbirds",2.56750441625351,"(4,9].2014.High"
"301","robustness.HL","Hummingbirds",0.706579959399771,"(4,9].2014.High"
"302","functional.complementarity.HL","Hummingbirds",59.149233412416,"(4,9].2014.High"
"303","partner.diversity.HL","Hummingbirds",1.53620806107829,"(4,9].2014.High"
"304","generality.HL","Hummingbirds",5.74222458762906,"(4,9].2014.High"
"305","Raw.Camera","Hummingbirds",128,"(4,9].2014.High"
"306","Raw.Transect","Hummingbirds",89,"(4,9].2014.High"
"307","connectance","Plants",0.147126436781609,"(4,9].2014.High"
"308","web asymmetry","Plants",-0.318181818181818,"(4,9].2014.High"
"309","links per species","Plants",1.45454545454545,"(4,9].2014.High"
"310","number of compartments","Plants",2,"(4,9].2014.High"
"311","compartment diversity","Plants",1.20310702625738,"(4,9].2014.High"
"312","cluster coefficient","Plants",0.103448275862069,"(4,9].2014.High"
"313","nestedness","Plants",12.8349480074298,"(4,9].2014.High"
"314","weighted nestedness","Plants",0.455042668763707,"(4,9].2014.High"
"315","weighted NODF","Plants",11.7390426490231,"(4,9].2014.High"
"316","interaction strength asymmetry","Plants",-0.0110530333294152,"(4,9].2014.High"
"317","specialisation asymmetry","Plants",0.190927974343154,"(4,9].2014.High"
"318","linkage density","Plants",3.95141533828664,"(4,9].2014.High"
"319","weighted connectance","Plants",0.089804894051969,"(4,9].2014.High"
"320","Fisher alpha","Plants",NA,"(4,9].2014.High"
"321","Shannon diversity","Plants",3.73793550937655,"(4,9].2014.High"
"322","interaction evenness","Plants",0.615262980947725,"(4,9].2014.High"
"323","Alatalo interaction evenness","Plants",0.651153727293229,"(4,9].2014.High"
"324","H2","Plants",0.698641579214492,"(4,9].2014.High"
"325","number.of.species.HL","Plants",29,"(4,9].2014.High"
"326","mean.number.of.shared.partners.HL","Plants",0.482758620689655,"(4,9].2014.High"
"327","cluster.coefficient.HL","Plants",0.201768831960964,"(4,9].2014.High"
"328","weighted.cluster.coefficient.HL","Plants",0.433796539066597,"(4,9].2014.High"
"329","niche.overlap.HL","Plants",0.208823543131498,"(4,9].2014.High"
"330","togetherness.HL","Plants",0.106206896551724,"(4,9].2014.High"
"331","C.score.HL","Plants",0.659976053639847,"(4,9].2014.High"
"332","V.ratio.HL","Plants",0.927142857142857,"(4,9].2014.High"
"333","discrepancy.HL","Plants",39,"(4,9].2014.High"
"334","extinction.slope.HL","Plants",1.93985101572527,"(4,9].2014.High"
"335","robustness.HL","Plants",0.655879041606315,"(4,9].2014.High"
"336","functional.complementarity.HL","Plants",61.9843878523931,"(4,9].2014.High"
"337","partner.diversity.HL","Plants",0.694350611549503,"(4,9].2014.High"
"338","generality.HL","Plants",2.16060608894421,"(4,9].2014.High"
"339","Raw.Camera","Plants",128,"(4,9].2014.High"
"340","Raw.Transect","Plants",89,"(4,9].2014.High"
"341","connectance","Hummingbirds",0.146153846153846,"(4,9].2014.Low"
"342","web asymmetry","Hummingbirds",0.130434782608696,"(4,9].2014.Low"
"343","links per species","Hummingbirds",0.826086956521739,"(4,9].2014.Low"
"344","number of compartments","Hummingbirds",4,"(4,9].2014.Low"
"345","compartment diversity","Hummingbirds",3.32859024371606,"(4,9].2014.Low"
"346","cluster coefficient","Hummingbirds",0.1,"(4,9].2014.Low"
"347","nestedness","Hummingbirds",18.3501151429725,"(4,9].2014.Low"
"348","weighted nestedness","Hummingbirds",NA,"(4,9].2014.Low"
"349","weighted NODF","Hummingbirds",11.3821138211382,"(4,9].2014.Low"
"350","interaction strength asymmetry","Hummingbirds",0.802197802197802,"(4,9].2014.Low"
"351","specialisation asymmetry","Hummingbirds",-0.0148119521054772,"(4,9].2014.Low"
"352","linkage density","Hummingbirds",1.98861054278176,"(4,9].2014.Low"
"353","weighted connectance","Hummingbirds",0.086461327947033,"(4,9].2014.Low"
"354","Fisher alpha","Hummingbirds",NA,"(4,9].2014.Low"
"355","Shannon diversity","Hummingbirds",2.65822345834303,"(4,9].2014.Low"
"356","interaction evenness","Hummingbirds",0.546112921315684,"(4,9].2014.Low"
"357","Alatalo interaction evenness","Hummingbirds",0.789739547246001,"(4,9].2014.Low"
"358","H2","Hummingbirds",0.828355793830282,"(4,9].2014.Low"
"359","number.of.species.HL","Hummingbirds",13,"(4,9].2014.Low"
"360","mean.number.of.shared.partners.HL","Hummingbirds",0.320512820512821,"(4,9].2014.Low"
"361","cluster.coefficient.HL","Hummingbirds",0.194736842105263,"(4,9].2014.Low"
"362","weighted.cluster.coefficient.HL","Hummingbirds",0,"(4,9].2014.Low"
"363","niche.overlap.HL","Hummingbirds",0.241152204499313,"(4,9].2014.Low"
"364","togetherness.HL","Hummingbirds",0.162660256410256,"(4,9].2014.Low"
"365","C.score.HL","Hummingbirds",0.683760683760684,"(4,9].2014.Low"
"366","V.ratio.HL","Hummingbirds",0.382022471910112,"(4,9].2014.Low"
"367","discrepancy.HL","Hummingbirds",13,"(4,9].2014.Low"
"368","extinction.slope.HL","Hummingbirds",1.3318547654069,"(4,9].2014.Low"
"369","robustness.HL","Hummingbirds",0.570889646568579,"(4,9].2014.Low"
"370","functional.complementarity.HL","Hummingbirds",18.2767117907247,"(4,9].2014.Low"
"371","partner.diversity.HL","Hummingbirds",0.555531325732356,"(4,9].2014.Low"
"372","generality.HL","Hummingbirds",1.89260652580054,"(4,9].2014.Low"
"373","Raw.Camera","Hummingbirds",0,"(4,9].2014.Low"
"374","Raw.Transect","Hummingbirds",47,"(4,9].2014.Low"
"375","connectance","Plants",0.146153846153846,"(4,9].2014.Low"
"376","web asymmetry","Plants",0.130434782608696,"(4,9].2014.Low"
"377","links per species","Plants",0.826086956521739,"(4,9].2014.Low"
"378","number of compartments","Plants",4,"(4,9].2014.Low"
"379","compartment diversity","Plants",3.32859024371606,"(4,9].2014.Low"
