"","Metric","Level","value","Time"
"69","compartment diversity","Hummingbirds",NA,"10.2013"
"70","cluster coefficient","Hummingbirds",0.272727272727273,"10.2013"
"71","nestedness","Hummingbirds",25.9419072896031,"10.2013"
"72","weighted nestedness","Hummingbirds",0.157343286578952,"10.2013"
"73","weighted NODF","Hummingbirds",14.3666666666667,"10.2013"
"74","interaction strength asymmetry","Hummingbirds",-0.0877286694860921,"10.2013"
"75","specialisation asymmetry","Hummingbirds",0.0543839977663463,"10.2013"
"76","linkage density","Hummingbirds",2.27027738800519,"10.2013"
"77","weighted connectance","Hummingbirds",0.108108447047866,"10.2013"
"78","Fisher alpha","Hummingbirds",NA,"10.2013"
"79","Shannon diversity","Hummingbirds",2.82320015658694,"10.2013"
"80","interaction evenness","Hummingbirds",0.60061949777148,"10.2013"
"81","Alatalo interaction evenness","Hummingbirds",0.744502329772903,"10.2013"
"82","H2","Hummingbirds",0.719438354099868,"10.2013"
"83","number.of.species.HL","Hummingbirds",10,"10.2013"
"84","mean.number.of.shared.partners.HL","Hummingbirds",0.733333333333333,"10.2013"
"85","cluster.coefficient.HL","Hummingbirds",0.262927194326646,"10.2013"
"86","weighted.cluster.coefficient.HL","Hummingbirds",0.163454536627992,"10.2013"
"87","niche.overlap.HL","Hummingbirds",0.173900704609122,"10.2013"
"88","togetherness.HL","Hummingbirds",0.168253968253968,"10.2013"
"89","C.score.HL","Hummingbirds",0.526697530864198,"10.2013"
"90","V.ratio.HL","Hummingbirds",0.786163522012579,"10.2013"
"91","discrepancy.HL","Hummingbirds",13,"10.2013"
"92","extinction.slope.HL","Hummingbirds",2.33396659135835,"10.2013"
"93","robustness.HL","Hummingbirds",0.689223680909025,"10.2013"
"94","functional.complementarity.HL","Hummingbirds",44.1871212724101,"10.2013"
"95","partner.diversity.HL","Hummingbirds",0.810055358500842,"10.2013"
"96","generality.HL","Hummingbirds",2.39354603687487,"10.2013"
"97","connectance","Plants",0.227272727272727,"10.2013"
"98","web asymmetry","Plants",-0.0476190476190476,"10.2013"
"99","links per species","Plants",1.19047619047619,"10.2013"
"100","number of compartments","Plants",1,"10.2013"
"101","compartment diversity","Plants",NA,"10.2013"
"102","cluster coefficient","Plants",0.272727272727273,"10.2013"
"103","nestedness","Plants",25.9419072896031,"10.2013"
"104","weighted nestedness","Plants",0.168930639336747,"10.2013"
"105","weighted NODF","Plants",14.3666666666667,"10.2013"
"106","interaction strength asymmetry","Plants",-0.0877286694860921,"10.2013"
"107","specialisation asymmetry","Plants",0.0543839977663463,"10.2013"
"108","linkage density","Plants",2.27027738800519,"10.2013"
"109","weighted connectance","Plants",0.108108447047866,"10.2013"
"110","Fisher alpha","Plants",NA,"10.2013"
"111","Shannon diversity","Plants",2.82320015658694,"10.2013"
"112","interaction evenness","Plants",0.60061949777148,"10.2013"
"113","Alatalo interaction evenness","Plants",0.744502329772903,"10.2013"
"114","H2","Plants",0.719438354099868,"10.2013"
"115","number.of.species.HL","Plants",11,"10.2013"
"116","mean.number.of.shared.partners.HL","Plants",0.454545454545455,"10.2013"
"117","cluster.coefficient.HL","Plants",0.349627597020776,"10.2013"
"118","weighted.cluster.coefficient.HL","Plants",0.142087651122625,"10.2013"
"119","niche.overlap.HL","Plants",0.111108534475612,"10.2013"
"120","togetherness.HL","Plants",0.0810606060606061,"10.2013"
"121","C.score.HL","Plants",0.687121212121212,"10.2013"
"122","V.ratio.HL","Plants",1.88,"10.2013"
"123","discrepancy.HL","Plants",11,"10.2013"
"124","extinction.slope.HL","Plants",1.78927553314137,"10.2013"
"125","robustness.HL","Plants",0.6422613970626,"10.2013"
"126","functional.complementarity.HL","Plants",46.0303815905249,"10.2013"
"127","partner.diversity.HL","Plants",0.663965712301223,"10.2013"
"128","generality.HL","Plants",2.1470087391355,"10.2013"
"129","connectance","Hummingbirds",0.222222222222222,"10.2014"
"130","web asymmetry","Hummingbirds",0.0526315789473684,"10.2014"
"131","links per species","Hummingbirds",1.05263157894737,"10.2014"
"132","number of compartments","Hummingbirds",2,"10.2014"
"133","compartment diversity","Hummingbirds",1.77950302833546,"10.2014"
"134","cluster coefficient","Hummingbirds",0.222222222222222,"10.2014"
"135","nestedness","Hummingbirds",33.4383160296277,"10.2014"
"136","weighted nestedness","Hummingbirds",0.0946153454810568,"10.2014"
"137","weighted NODF","Hummingbirds",8.43621399176955,"10.2014"
"138","interaction strength asymmetry","Hummingbirds",-0.0141220475431002,"10.2014"
"139","specialisation asymmetry","Hummingbirds",-0.0332424718994047,"10.2014"
"140","linkage density","Hummingbirds",2.01476368301919,"10.2014"
"141","weighted connectance","Hummingbirds",0.106040193843115,"10.2014"
"142","Fisher alpha","Hummingbirds",NA,"10.2014"
"143","Shannon diversity","Hummingbirds",2.69190326370279,"10.2014"
"144","interaction evenness","Hummingbirds",0.598226027525563,"10.2014"
"145","Alatalo interaction evenness","Hummingbirds",0.773433347820651,"10.2014"
"146","H2","Hummingbirds",0.797842540225909,"10.2014"
"147","number.of.species.HL","Hummingbirds",10,"10.2014"
"148","mean.number.of.shared.partners.HL","Hummingbirds",0.4,"10.2014"
"149","cluster.coefficient.HL","Hummingbirds",0.238567814749951,"10.2014"
"150","weighted.cluster.coefficient.HL","Hummingbirds",0.162316089226388,"10.2014"
"151","niche.overlap.HL","Hummingbirds",0.135047663798471,"10.2014"
"152","togetherness.HL","Hummingbirds",0.12962962962963,"10.2014"
"153","C.score.HL","Hummingbirds",0.71358024691358,"10.2014"
"154","V.ratio.HL","Hummingbirds",0.416666666666667,"10.2014"
"155","discrepancy.HL","Hummingbirds",14,"10.2014"
"156","extinction.slope.HL","Hummingbirds",1.93644242320708,"10.2014"
"157","robustness.HL","Hummingbirds",0.655936908144876,"10.2014"
"158","functional.complementarity.HL","Hummingbirds",46.1157425176002,"10.2014"
"159","partner.diversity.HL","Hummingbirds",0.532359873379758,"10.2014"
"160","generality.HL","Hummingbirds",1.86190493055158,"10.2014"
"161","connectance","Plants",0.222222222222222,"10.2014"
"162","web asymmetry","Plants",0.0526315789473684,"10.2014"
"163","links per species","Plants",1.05263157894737,"10.2014"
"164","number of compartments","Plants",2,"10.2014"
"165","compartment diversity","Plants",1.77950302833546,"10.2014"
"166","cluster coefficient","Plants",0.222222222222222,"10.2014"
"167","nestedness","Plants",33.4622817770328,"10.2014"
"168","weighted nestedness","Plants",0.0981033461146716,"10.2014"
"169","weighted NODF","Plants",8.43621399176955,"10.2014"
"170","interaction strength asymmetry","Plants",-0.0141220475431002,"10.2014"
"171","specialisation asymmetry","Plants",-0.0332424718994047,"10.2014"
"172","linkage density","Plants",2.01476368301919,"10.2014"
"173","weighted connectance","Plants",0.106040193843115,"10.2014"
"174","Fisher alpha","Plants",NA,"10.2014"
"175","Shannon diversity","Plants",2.69190326370279,"10.2014"
"176","interaction evenness","Plants",0.598226027525563,"10.2014"
"177","Alatalo interaction evenness","Plants",0.773433347820651,"10.2014"
"178","H2","Plants",0.797842540225909,"10.2014"
"179","number.of.species.HL","Plants",9,"10.2014"
"180","mean.number.of.shared.partners.HL","Plants",0.361111111111111,"10.2014"
"181","cluster.coefficient.HL","Plants",0.25446584938704,"10.2014"
"182","weighted.cluster.coefficient.HL","Plants",0.0878725590955807,"10.2014"
"183","niche.overlap.HL","Plants",0.106300455671281,"10.2014"
"184","togetherness.HL","Plants",0.0902777777777778,"10.2014"
"185","C.score.HL","Plants",0.749421296296296,"10.2014"
"186","V.ratio.HL","Plants",0.776119402985075,"10.2014"
"187","discrepancy.HL","Plants",12,"10.2014"
"188","extinction.slope.HL","Plants",2.06555198942673,"10.2014"
"189","robustness.HL","Plants",0.672061183016873,"10.2014"
"190","functional.complementarity.HL","Plants",44.7241622580482,"10.2014"
"191","partner.diversity.HL","Plants",0.654326507918718,"10.2014"
"192","generality.HL","Plants",2.16762243548679,"10.2014"
"193","connectance","Hummingbirds",0.168269230769231,"11.2013"
"194","web asymmetry","Hummingbirds",-0.103448275862069,"11.2013"
"195","links per species","Hummingbirds",1.20689655172414,"11.2013"
"196","number of compartments","Hummingbirds",2,"11.2013"
"197","compartment diversity","Hummingbirds",1.28525199522897,"11.2013"
"198","cluster coefficient","Hummingbirds",0.125,"11.2013"
"199","nestedness","Hummingbirds",21.5088731657515,"11.2013"
"200","weighted nestedness","Hummingbirds",0.289953376265544,"11.2013"
"201","weighted NODF","Hummingbirds",8.68686868686869,"11.2013"
"202","interaction strength asymmetry","Hummingbirds",-0.0137640391197937,"11.2013"
"203","specialisation asymmetry","Hummingbirds",0.000530572693929773,"11.2013"
"204","linkage density","Hummingbirds",2.58185434734993,"11.2013"
"205","weighted connectance","Hummingbirds",0.0890294602534459,"11.2013"
"206","Fisher alpha","Hummingbirds",NA,"11.2013"
"207","Shannon diversity","Hummingbirds",3.17990717520781,"11.2013"
"208","interaction evenness","Hummingbirds",0.595762901870623,"11.2013"
"209","Alatalo interaction evenness","Hummingbirds",0.739056171125652,"11.2013"
"210","H2","Hummingbirds",0.731764349684767,"11.2013"
"211","number.of.species.HL","Hummingbirds",13,"11.2013"
"212","mean.number.of.shared.partners.HL","Hummingbirds",0.423076923076923,"11.2013"
"213","cluster.coefficient.HL","Hummingbirds",0.242647058823529,"11.2013"
"214","weighted.cluster.coefficient.HL","Hummingbirds",0.129732336628888,"11.2013"
"215","niche.overlap.HL","Hummingbirds",0.145165891094347,"11.2013"
"216","togetherness.HL","Hummingbirds",0.0717147435897436,"11.2013"
"217","C.score.HL","Hummingbirds",0.723085826210826,"11.2013"
"218","V.ratio.HL","Hummingbirds",1.86440677966102,"11.2013"
"219","discrepancy.HL","Hummingbirds",19,"11.2013"
"220","extinction.slope.HL","Hummingbirds",2.18548597692807,"11.2013"
"221","robustness.HL","Hummingbirds",0.680740906300845,"11.2013"
"222","functional.complementarity.HL","Hummingbirds",79.0526070600363,"11.2013"
"223","partner.diversity.HL","Hummingbirds",0.871829617107072,"11.2013"
"224","generality.HL","Hummingbirds",2.72094536642171,"11.2013"
"225","connectance","Plants",0.168269230769231,"11.2013"
"226","web asymmetry","Plants",-0.103448275862069,"11.2013"
"227","links per species","Plants",1.20689655172414,"11.2013"
"228","number of compartments","Plants",2,"11.2013"
"229","compartment diversity","Plants",1.28525199522897,"11.2013"
"230","cluster coefficient","Plants",0.125,"11.2013"
"231","nestedness","Plants",21.5367061349208,"11.2013"
"232","weighted nestedness","Plants",0.294963565689239,"11.2013"
"233","weighted NODF","Plants",8.68686868686869,"11.2013"
"234","interaction strength asymmetry","Plants",-0.0137640391197937,"11.2013"
"235","specialisation asymmetry","Plants",0.000530572693929773,"11.2013"
"236","linkage density","Plants",2.58185434734993,"11.2013"
"237","weighted connectance","Plants",0.0890294602534459,"11.2013"
"238","Fisher alpha","Plants",NA,"11.2013"
"239","Shannon diversity","Plants",3.17990717520781,"11.2013"
"240","interaction evenness","Plants",0.595762901870623,"11.2013"
"241","Alatalo interaction evenness","Plants",0.739056171125652,"11.2013"
"242","H2","Plants",0.731764349684767,"11.2013"
"243","number.of.species.HL","Plants",16,"11.2013"
"244","mean.number.of.shared.partners.HL","Plants",0.458333333333333,"11.2013"
"245","cluster.coefficient.HL","Plants",0.225490196078431,"11.2013"
"246","weighted.cluster.coefficient.HL","Plants",0.183820224719101,"11.2013"
"247","niche.overlap.HL","Plants",0.175522770337675,"11.2013"
"248","togetherness.HL","Plants",0.103769841269841,"11.2013"
"249","C.score.HL","Plants",0.679861111111111,"11.2013"
"250","V.ratio.HL","Plants",0.942168674698795,"11.2013"
"251","discrepancy.HL","Plants",18,"11.2013"
"252","extinction.slope.HL","Plants",1.84996576126903,"11.2013"
"253","robustness.HL","Plants",0.649143900300233,"11.2013"
"254","functional.complementarity.HL","Plants",86.1763433375579,"11.2013"
"255","partner.diversity.HL","Plants",0.781019451178339,"11.2013"
"256","generality.HL","Plants",2.44276332827815,"11.2013"
"257","connectance","Hummingbirds",0.203703703703704,"11.2014"
"258","web asymmetry","Hummingbirds",0.142857142857143,"11.2014"
"259","links per species","Hummingbirds",1.04761904761905,"11.2014"
"260","number of compartments","Hummingbirds",3,"11.2014"
"261","compartment diversity","Hummingbirds",1.85696000341099,"11.2014"
"262","cluster coefficient","Hummingbirds",0.166666666666667,"11.2014"
"263","nestedness","Hummingbirds",44.4916935725726,"11.2014"
"264","weighted nestedness","Hummingbirds",-0.175702678028748,"11.2014"
"265","weighted NODF","Hummingbirds",7.35294117647059,"11.2014"
"266","interaction strength asymmetry","Hummingbirds",0.420413914962787,"11.2014"
"267","specialisation asymmetry","Hummingbirds",-0.0481529217352347,"11.2014"
"268","linkage density","Hummingbirds",2.16005781120847,"11.2014"
"269","weighted connectance","Hummingbirds",0.102859895771832,"11.2014"
"270","Fisher alpha","Hummingbirds",NA,"11.2014"
"271","Shannon diversity","Hummingbirds",2.83471857621935,"11.2014"
"272","interaction evenness","Hummingbirds",0.605433388922857,"11.2014"
"273","Alatalo interaction evenness","Hummingbirds",0.825094488053035,"11.2014"
"274","H2","Hummingbirds",0.749176180500223,"11.2014"
"275","number.of.species.HL","Hummingbirds",12,"11.2014"
"276","mean.number.of.shared.partners.HL","Hummingbirds",0.303030303030303,"11.2014"
"277","cluster.coefficient.HL","Hummingbirds",0.251829164539731,"11.2014"
"278","weighted.cluster.coefficient.HL","Hummingbirds",0.342857142857143,"11.2014"
"279","niche.overlap.HL","Hummingbirds",0.10834020002522,"11.2014"
"280","togetherness.HL","Hummingbirds",0.0883838383838384,"11.2014"
"281","C.score.HL","Hummingbirds",0.79776936026936,"11.2014"
"282","V.ratio.HL","Hummingbirds",0.693069306930693,"11.2014"
"283","discrepancy.HL","Hummingbirds",13,"11.2014"
"284","extinction.slope.HL","Hummingbirds",1.64801451278085,"11.2014"
"285","robustness.HL","Hummingbirds",0.620579175953658,"11.2014"
"286","functional.complementarity.HL","Hummingbirds",51.1925835305605,"11.2014"
"287","partner.diversity.HL","Hummingbirds",0.600485839877965,"11.2014"
"288","generality.HL","Hummingbirds",2.079049713506,"11.2014"
"289","connectance","Plants",0.203703703703704,"11.2014"
"290","web asymmetry","Plants",0.142857142857143,"11.2014"
"291","links per species","Plants",1.04761904761905,"11.2014"
"292","number of compartments","Plants",3,"11.2014"
"293","compartment diversity","Plants",1.85696000341099,"11.2014"
"294","cluster coefficient","Plants",0.166666666666667,"11.2014"
"295","nestedness","Plants",43.882993594746,"11.2014"
"296","weighted nestedness","Plants",-0.164743913578676,"11.2014"
"297","weighted NODF","Plants",7.35294117647059,"11.2014"
"298","interaction strength asymmetry","Plants",0.420413914962787,"11.2014"
"299","specialisation asymmetry","Plants",-0.0481529217352347,"11.2014"
"300","linkage density","Plants",2.16005781120847,"11.2014"
"301","weighted connectance","Plants",0.102859895771832,"11.2014"
"302","Fisher alpha","Plants",NA,"11.2014"
"303","Shannon diversity","Plants",2.83471857621935,"11.2014"
"304","interaction evenness","Plants",0.605433388922857,"11.2014"
"305","Alatalo interaction evenness","Plants",0.825094488053035,"11.2014"
"306","H2","Plants",0.749176180500223,"11.2014"
"307","number.of.species.HL","Plants",9,"11.2014"
"308","mean.number.of.shared.partners.HL","Plants",0.416666666666667,"11.2014"
"309","cluster.coefficient.HL","Plants",0.218861664114344,"11.2014"
"310","weighted.cluster.coefficient.HL","Plants",0.321100917431193,"11.2014"
"311","niche.overlap.HL","Plants",0.111075706199943,"11.2014"
"312","togetherness.HL","Plants",0.0954861111111111,"11.2014"
"313","C.score.HL","Plants",0.786651234567901,"11.2014"
"314","V.ratio.HL","Plants",0.506849315068493,"11.2014"
"315","discrepancy.HL","Plants",12,"11.2014"
"316","extinction.slope.HL","Plants",2.4002706788126,"11.2014"
"317","robustness.HL","Plants",0.702778094908279,"11.2014"
"318","functional.complementarity.HL","Plants",48.1553320771264,"11.2014"
"319","partner.diversity.HL","Plants",0.746946091738306,"11.2014"
"320","generality.HL","Plants",2.24106590891095,"11.2014"
"321","connectance","Hummingbirds",0.138888888888889,"12.2013"
"322","web asymmetry","Hummingbirds",-0.125,"12.2013"
"323","links per species","Hummingbirds",1.09375,"12.2013"
"324","number of compartments","Hummingbirds",3,"12.2013"
"325","compartment diversity","Hummingbirds",1.58949055435709,"12.2013"
"326","cluster coefficient","Hummingbirds",0.111111111111111,"12.2013"
"327","nestedness","Hummingbirds",21.8069001878364,"12.2013"
"328","weighted nestedness","Hummingbirds",0.112331173704774,"12.2013"
"329","weighted NODF","Hummingbirds",7.30874316939891,"12.2013"
"330","interaction strength asymmetry","Hummingbirds",-0.145826794341101,"12.2013"
"331","specialisation asymmetry","Hummingbirds",0.0643916891112622,"12.2013"
"332","linkage density","Hummingbirds",2.57534098267723,"12.2013"
"333","weighted connectance","Hummingbirds",0.0804794057086634,"12.2013"
"334","Fisher alpha","Hummingbirds",NA,"12.2013"
"335","Shannon diversity","Hummingbirds",3.31094633932909,"12.2013"
"336","interaction evenness","Hummingbirds",0.598786291844683,"12.2013"
"337","Alatalo interaction evenness","Hummingbirds",0.794671132757831,"12.2013"
"338","H2","Hummingbirds",0.776965079838688,"12.2013"
"339","number.of.species.HL","Hummingbirds",14,"12.2013"
"340","mean.number.of.shared.partners.HL","Hummingbirds",0.340659340659341,"12.2013"
"341","cluster.coefficient.HL","Hummingbirds",0.188816660647647,"12.2013"
"342","weighted.cluster.coefficient.HL","Hummingbirds",0.0799785703352212,"12.2013"
"343","niche.overlap.HL","Hummingbirds",0.0973379582620029,"12.2013"
"344","togetherness.HL","Hummingbirds",0.0664412510566357,"12.2013"
"345","C.score.HL","Hummingbirds",0.78282967032967,"12.2013"
"346","V.ratio.HL","Hummingbirds",1.12213740458015,"12.2013"
"347","discrepancy.HL","Hummingbirds",23,"12.2013"
"348","extinction.slope.HL","Hummingbirds",2.09750773415407,"12.2013"
"349","robustness.HL","Hummingbirds",0.669309872577851,"12.2013"
"350","functional.complementarity.HL","Hummingbirds",60.2253530874881,"12.2013"
"351","partner.diversity.HL","Hummingbirds",0.956695017173831,"12.2013"
"352","generality.HL","Hummingbirds",2.89862840450621,"12.2013"
"353","connectance","Plants",0.138888888888889,"12.2013"
"354","web asymmetry","Plants",-0.125,"12.2013"
"355","links per species","Plants",1.09375,"12.2013"
"356","number of compartments","Plants",3,"12.2013"
"357","compartment diversity","Plants",1.58949055435709,"12.2013"
"358","cluster coefficient","Plants",0.111111111111111,"12.2013"
"359","nestedness","Plants",21.8257861786862,"12.2013"
"360","weighted nestedness","Plants",0.121730295540438,"12.2013"
"361","weighted NODF","Plants",7.30874316939891,"12.2013"
"362","interaction strength asymmetry","Plants",-0.145826794341101,"12.2013"
"363","specialisation asymmetry","Plants",0.0643916891112622,"12.2013"
"364","linkage density","Plants",2.57534098267723,"12.2013"
"365","weighted connectance","Plants",0.0804794057086634,"12.2013"
"366","Fisher alpha","Plants",NA,"12.2013"
"367","Shannon diversity","Plants",3.31094633932909,"12.2013"
"368","interaction evenness","Plants",0.598786291844683,"12.2013"
"369","Alatalo interaction evenness","Plants",0.794671132757831,"12.2013"
"370","H2","Plants",0.776965079838688,"12.2013"
"371","number.of.species.HL","Plants",18,"12.2013"
"372","mean.number.of.shared.partners.HL","Plants",0.274509803921569,"12.2013"
"373","cluster.coefficient.HL","Plants",0.189908682866429,"12.2013"
"374","weighted.cluster.coefficient.HL","Plants",0.150661545027742,"12.2013"
"375","niche.overlap.HL","Plants",0.101642791237263,"12.2013"
"376","togetherness.HL","Plants",0.0561002178649237,"12.2013"
"377","C.score.HL","Plants",0.790395787944808,"12.2013"
"378","V.ratio.HL","Plants",1.01956947162427,"12.2013"
"379","discrepancy.HL","Plants",21,"12.2013"
"380","extinction.slope.HL","Plants",1.63046240503072,"12.2013"
"381","robustness.HL","Plants",0.619057419681848,"12.2013"
"382","functional.complementarity.HL","Plants",66.2286238868947,"12.2013"
"383","partner.diversity.HL","Plants",0.656194352148656,"12.2013"
"384","generality.HL","Plants",2.25205356084825,"12.2013"
"385","connectance","Hummingbirds",0.666666666666667,"12.2014"
"386","web asymmetry","Hummingbirds",0.2,"12.2014"
"387","links per species","Hummingbirds",0.8,"12.2014"
"388","number of compartments","Hummingbirds",1,"12.2014"
"389","compartment diversity","Hummingbirds",NA,"12.2014"
"390","cluster coefficient","Hummingbirds",0.5,"12.2014"
"391","nestedness","Hummingbirds",40.2476321073463,"12.2014"
"392","weighted nestedness","Hummingbirds",-0.785714285714287,"12.2014"
"393","weighted NODF","Hummingbirds",50,"12.2014"
"394","interaction strength asymmetry","Hummingbirds",0.333333333333333,"12.2014"
"395","specialisation asymmetry","Hummingbirds",-0.313850315582587,"12.2014"
"396","linkage density","Hummingbirds",1.75,"12.2014"
"397","weighted connectance","Hummingbirds",0.35,"12.2014"
"398","Fisher alpha","Hummingbirds",3.18361888163792,"12.2014"
"399","Shannon diversity","Hummingbirds",1.38629436111989,"12.2014"
"400","interaction evenness","Hummingbirds",0.773705614469083,"12.2014"
"401","Alatalo interaction evenness","Hummingbirds",1,"12.2014"
"402","H2","Hummingbirds",0.5,"12.2014"
"403","number.of.species.HL","Hummingbirds",3,"12.2014"
"404","mean.number.of.shared.partners.HL","Hummingbirds",0.666666666666667,"12.2014"
"405","cluster.coefficient.HL","Hummingbirds",0.75,"12.2014"
"406","weighted.cluster.coefficient.HL","Hummingbirds",NA,"12.2014"
"407","niche.overlap.HL","Hummingbirds",0.444444444444444,"12.2014"
"408","togetherness.HL","Hummingbirds",0,"12.2014"
"409","C.score.HL","Hummingbirds",0.333333333333333,"12.2014"
"410","V.ratio.HL","Hummingbirds",0.5,"12.2014"
"411","discrepancy.HL","Hummingbirds",1,"12.2014"
"412","extinction.slope.HL","Hummingbirds",1.53550114667212,"12.2014"
"413","robustness.HL","Hummingbirds",0.666666666666667,"12.2014"
"414","functional.complementarity.HL","Hummingbirds",6.82842712474619,"12.2014"
"415","partner.diversity.HL","Hummingbirds",0.346573590279973,"12.2014"
"416","generality.HL","Hummingbirds",1.5,"12.2014"
"417","connectance","Plants",0.666666666666667,"12.2014"
"418","web asymmetry","Plants",0.2,"12.2014"
"419","links per species","Plants",0.8,"12.2014"
"420","number of compartments","Plants",1,"12.2014"
"421","compartment diversity","Plants",NA,"12.2014"
"422","cluster coefficient","Plants",0.5,"12.2014"
"423","nestedness","Plants",40.2476321073463,"12.2014"
"424","weighted nestedness","Plants",-0.612903225806452,"12.2014"
"425","weighted NODF","Plants",50,"12.2014"
"426","interaction strength asymmetry","Plants",0.333333333333333,"12.2014"
"427","specialisation asymmetry","Plants",-0.313850315582587,"12.2014"
"428","linkage density","Plants",1.75,"12.2014"
"429","weighted connectance","Plants",0.35,"12.2014"
"430","Fisher alpha","Plants",3.18361888163792,"12.2014"
"431","Shannon diversity","Plants",1.38629436111989,"12.2014"
"432","interaction evenness","Plants",0.773705614469083,"12.2014"
"433","Alatalo interaction evenness","Plants",1,"12.2014"
"434","H2","Plants",0.5,"12.2014"
"435","number.of.species.HL","Plants",2,"12.2014"
"436","mean.number.of.shared.partners.HL","Plants",1,"12.2014"
"437","cluster.coefficient.HL","Plants",0.666666666666667,"12.2014"
"438","weighted.cluster.coefficient.HL","Plants",0,"12.2014"
"439","niche.overlap.HL","Plants",0.5,"12.2014"
"440","togetherness.HL","Plants",0,"12.2014"
"441","C.score.HL","Plants",1,"12.2014"
"442","V.ratio.HL","Plants",0,"12.2014"
"443","discrepancy.HL","Plants",1,"12.2014"
"444","extinction.slope.HL","Plants",2.85822082124108,"12.2014"
"445","robustness.HL","Plants",0.75,"12.2014"
"446","functional.complementarity.HL","Plants",5.65685424949238,"12.2014"
