"","Metric","Level","value","Time"
"111","weighted NODF","Plants",37.8200371057514,"(4,9].2013"
"112","interaction strength asymmetry","Plants",0,"(4,9].2013"
"113","specialisation asymmetry","Plants",0.0949627786042878,"(4,9].2013"
"114","linkage density","Plants",8.33834586466165,"(4,9].2013"
"115","weighted connectance","Plants",0.146286769555468,"(4,9].2013"
"116","Fisher alpha","Plants",13421772734.1692,"(4,9].2013"
"117","Shannon diversity","Plants",4.89034912822175,"(4,9].2013"
"118","interaction evenness","Plants",0.737827187651112,"(4,9].2013"
"119","Alatalo interaction evenness","Plants",1,"(4,9].2013"
"120","H2","Plants",0,"(4,9].2013"
"121","number.of.species.HL","Plants",36,"(4,9].2013"
"122","mean.number.of.shared.partners.HL","Plants",1.03333333333333,"(4,9].2013"
"123","cluster.coefficient.HL","Plants",0.280343716433942,"(4,9].2013"
"124","weighted.cluster.coefficient.HL","Plants",0.710105305791819,"(4,9].2013"
"125","niche.overlap.HL","Plants",0.24924393671826,"(4,9].2013"
"126","togetherness.HL","Plants",0.12363315696649,"(4,9].2013"
"127","C.score.HL","Plants",0.541360901150584,"(4,9].2013"
"128","V.ratio.HL","Plants",3.13122576796898,"(4,9].2013"
"129","discrepancy.HL","Plants",62,"(4,9].2013"
"130","extinction.slope.HL","Plants",2.75026619908768,"(4,9].2013"
"131","robustness.HL","Plants",0.726657813405365,"(4,9].2013"
"132","functional.complementarity.HL","Plants",57.6117844891672,"(4,9].2013"
"133","partner.diversity.HL","Plants",1.53624140704742,"(4,9].2013"
"134","generality.HL","Plants",5.88721804511278,"(4,9].2013"
"135","Raw.Camera","Plants",482,"(4,9].2013"
"136","Raw.Transect","Plants",221,"(4,9].2013"
"137","connectance","Hummingbirds",0.121345029239766,"(4,9].2014"
"138","web asymmetry","Hummingbirds",-0.357142857142857,"(4,9].2014"
"139","links per species","Hummingbirds",1.48214285714286,"(4,9].2014"
"140","number of compartments","Hummingbirds",1,"(4,9].2014"
"141","compartment diversity","Hummingbirds",NA,"(4,9].2014"
"142","cluster coefficient","Hummingbirds",0.0921052631578947,"(4,9].2014"
"143","nestedness","Hummingbirds",9.89479750902768,"(4,9].2014"
"144","weighted nestedness","Hummingbirds",0.45682961446002,"(4,9].2014"
"145","weighted NODF","Hummingbirds",22.9422563417891,"(4,9].2014"
"146","interaction strength asymmetry","Hummingbirds",0,"(4,9].2014"
"147","specialisation asymmetry","Hummingbirds",0.178738514787115,"(4,9].2014"
"148","linkage density","Hummingbirds",5.79518072289157,"(4,9].2014"
"149","weighted connectance","Hummingbirds",0.103485370051635,"(4,9].2014"
"150","Fisher alpha","Hummingbirds",13421772629.4518,"(4,9].2014"
"151","Shannon diversity","Hummingbirds",4.4188406077966,"(4,9].2014"
"152","interaction evenness","Hummingbirds",0.676910094023081,"(4,9].2014"
"153","Alatalo interaction evenness","Hummingbirds",0.999999999999999,"(4,9].2014"
"154","H2","Hummingbirds",0,"(4,9].2014"
"155","number.of.species.HL","Hummingbirds",18,"(4,9].2014"
"156","mean.number.of.shared.partners.HL","Hummingbirds",0.69281045751634,"(4,9].2014"
"157","cluster.coefficient.HL","Hummingbirds",0.21147748890298,"(4,9].2014"
"158","weighted.cluster.coefficient.HL","Hummingbirds",0.190392501464558,"(4,9].2014"
"159","niche.overlap.HL","Hummingbirds",0.147127844122725,"(4,9].2014"
"160","togetherness.HL","Hummingbirds",0.0533484891541158,"(4,9].2014"
"161","C.score.HL","Hummingbirds",0.667248417885673,"(4,9].2014"
"162","V.ratio.HL","Hummingbirds",4.26772310258549,"(4,9].2014"
"163","discrepancy.HL","Hummingbirds",53,"(4,9].2014"
"164","extinction.slope.HL","Hummingbirds",0.999995144433738,"(4,9].2014"
"165","robustness.HL","Hummingbirds",0.736811938330767,"(4,9].2014"
"166","functional.complementarity.HL","Hummingbirds",38.8584365194362,"(4,9].2014"
"167","partner.diversity.HL","Hummingbirds",1.86007720566547,"(4,9].2014"
"168","generality.HL","Hummingbirds",8.03614457831325,"(4,9].2014"
"169","Raw.Camera","Hummingbirds",183,"(4,9].2014"
"170","Raw.Transect","Hummingbirds",136,"(4,9].2014"
"171","connectance","Plants",0.121345029239766,"(4,9].2014"
"172","web asymmetry","Plants",-0.357142857142857,"(4,9].2014"
"173","links per species","Plants",1.48214285714286,"(4,9].2014"
"174","number of compartments","Plants",1,"(4,9].2014"
"175","compartment diversity","Plants",NA,"(4,9].2014"
"176","cluster coefficient","Plants",0.0921052631578947,"(4,9].2014"
"177","nestedness","Plants",9.87939188200984,"(4,9].2014"
"178","weighted nestedness","Plants",0.457291272046432,"(4,9].2014"
"179","weighted NODF","Plants",22.9422563417891,"(4,9].2014"
"180","interaction strength asymmetry","Plants",0,"(4,9].2014"
"181","specialisation asymmetry","Plants",0.178738514787115,"(4,9].2014"
"182","linkage density","Plants",5.79518072289157,"(4,9].2014"
"183","weighted connectance","Plants",0.103485370051635,"(4,9].2014"
"184","Fisher alpha","Plants",13421772629.4518,"(4,9].2014"
"185","Shannon diversity","Plants",4.4188406077966,"(4,9].2014"
"186","interaction evenness","Plants",0.676910094023081,"(4,9].2014"
"187","Alatalo interaction evenness","Plants",0.999999999999999,"(4,9].2014"
"188","H2","Plants",0,"(4,9].2014"
"189","number.of.species.HL","Plants",38,"(4,9].2014"
"190","mean.number.of.shared.partners.HL","Plants",0.415362731152205,"(4,9].2014"
"191","cluster.coefficient.HL","Plants",0.197456492637216,"(4,9].2014"
"192","weighted.cluster.coefficient.HL","Plants",0.365093499554764,"(4,9].2014"
"193","niche.overlap.HL","Plants",0.177299395720448,"(4,9].2014"
"194","togetherness.HL","Plants",0.0685988620199146,"(4,9].2014"
"195","C.score.HL","Plants",0.700850719140193,"(4,9].2014"
"196","V.ratio.HL","Plants",1.73743466023321,"(4,9].2014"
"197","discrepancy.HL","Plants",48,"(4,9].2014"
"198","extinction.slope.HL","Plants",1.76536969422881,"(4,9].2014"
"199","robustness.HL","Plants",0.636337403155921,"(4,9].2014"
"200","functional.complementarity.HL","Plants",41.0187184032894,"(4,9].2014"
"201","partner.diversity.HL","Plants",1.01757740275428,"(4,9].2014"
"202","generality.HL","Plants",3.55421686746988,"(4,9].2014"
"203","Raw.Camera","Plants",183,"(4,9].2014"
"204","Raw.Transect","Plants",136,"(4,9].2014"
"205","connectance","Hummingbirds",0.162835249042146,"(9,12].2013"
"206","web asymmetry","Hummingbirds",-0.234042553191489,"(9,12].2013"
"207","links per species","Hummingbirds",1.80851063829787,"(9,12].2013"
"208","number of compartments","Hummingbirds",2,"(9,12].2013"
"209","compartment diversity","Hummingbirds",1.19240839723929,"(9,12].2013"
"210","cluster coefficient","Hummingbirds",0.120689655172414,"(9,12].2013"
"211","nestedness","Hummingbirds",17.7916015403729,"(9,12].2013"
"212","weighted nestedness","Hummingbirds",0.358150837073359,"(9,12].2013"
"213","weighted NODF","Hummingbirds",30.9570661896243,"(9,12].2013"
"214","interaction strength asymmetry","Hummingbirds",0,"(9,12].2013"
"215","specialisation asymmetry","Hummingbirds",0.037513002377262,"(9,12].2013"
"216","linkage density","Hummingbirds",6.2,"(9,12].2013"
"217","weighted connectance","Hummingbirds",0.131914893617021,"(9,12].2013"
"218","Fisher alpha","Hummingbirds",26843544889.5588,"(9,12].2013"
"219","Shannon diversity","Hummingbirds",4.44265125649032,"(9,12].2013"
"220","interaction evenness","Hummingbirds",0.709953220444799,"(9,12].2013"
"221","Alatalo interaction evenness","Hummingbirds",1,"(9,12].2013"
"222","H2","Hummingbirds",0,"(9,12].2013"
"223","number.of.species.HL","Hummingbirds",18,"(9,12].2013"
"224","mean.number.of.shared.partners.HL","Hummingbirds",0.790849673202614,"(9,12].2013"
"225","cluster.coefficient.HL","Hummingbirds",0.294929006085193,"(9,12].2013"
"226","weighted.cluster.coefficient.HL","Hummingbirds",0.40714532274767,"(9,12].2013"
"227","niche.overlap.HL","Hummingbirds",0.125320930245941,"(9,12].2013"
"228","togetherness.HL","Hummingbirds",0.0609710550887021,"(9,12].2013"
"229","C.score.HL","Hummingbirds",0.727488198983297,"(9,12].2013"
"230","V.ratio.HL","Hummingbirds",4.87198669991687,"(9,12].2013"
"231","discrepancy.HL","Hummingbirds",39,"(9,12].2013"
"232","extinction.slope.HL","Hummingbirds",2.77853307657208,"(9,12].2013"
"233","robustness.HL","Hummingbirds",0.723876514079647,"(9,12].2013"
"234","functional.complementarity.HL","Hummingbirds",38.924699213297,"(9,12].2013"
"235","partner.diversity.HL","Hummingbirds",1.92235027622926,"(9,12].2013"
"236","generality.HL","Hummingbirds",8.55294117647059,"(9,12].2013"
"237","Raw.Camera","Hummingbirds",213,"(9,12].2013"
"238","Raw.Transect","Hummingbirds",237,"(9,12].2013"
"239","connectance","Plants",0.162835249042146,"(9,12].2013"
"240","web asymmetry","Plants",-0.234042553191489,"(9,12].2013"
"241","links per species","Plants",1.80851063829787,"(9,12].2013"
"242","number of compartments","Plants",2,"(9,12].2013"
"243","compartment diversity","Plants",1.19240839723929,"(9,12].2013"
"244","cluster coefficient","Plants",0.120689655172414,"(9,12].2013"
"245","nestedness","Plants",17.8071793302192,"(9,12].2013"
"246","weighted nestedness","Plants",0.36471356789179,"(9,12].2013"
"247","weighted NODF","Plants",30.9570661896243,"(9,12].2013"
"248","interaction strength asymmetry","Plants",0,"(9,12].2013"
"249","specialisation asymmetry","Plants",0.037513002377262,"(9,12].2013"
"250","linkage density","Plants",6.2,"(9,12].2013"
"251","weighted connectance","Plants",0.131914893617021,"(9,12].2013"
"252","Fisher alpha","Plants",26843544889.5588,"(9,12].2013"
"253","Shannon diversity","Plants",4.44265125649032,"(9,12].2013"
"254","interaction evenness","Plants",0.709953220444799,"(9,12].2013"
"255","Alatalo interaction evenness","Plants",1,"(9,12].2013"
"256","H2","Plants",0,"(9,12].2013"
"257","number.of.species.HL","Plants",29,"(9,12].2013"
"258","mean.number.of.shared.partners.HL","Plants",0.79064039408867,"(9,12].2013"
"259","cluster.coefficient.HL","Plants",0.213725490196078,"(9,12].2013"
"260","weighted.cluster.coefficient.HL","Plants",0.63609022556391,"(9,12].2013"
"261","niche.overlap.HL","Plants",0.245873625553429,"(9,12].2013"
"262","togetherness.HL","Plants",0.128846522935193,"(9,12].2013"
"263","C.score.HL","Plants",0.569187289858472,"(9,12].2013"
"264","V.ratio.HL","Plants",1.29919447640967,"(9,12].2013"
"265","discrepancy.HL","Plants",46,"(9,12].2013"
"266","extinction.slope.HL","Plants",2.45618618138492,"(9,12].2013"
"267","robustness.HL","Plants",0.701633330583329,"(9,12].2013"
"268","functional.complementarity.HL","Plants",42.9194863942431,"(9,12].2013"
"269","partner.diversity.HL","Plants",1.23359316793147,"(9,12].2013"
"270","generality.HL","Plants",3.84705882352941,"(9,12].2013"
"271","Raw.Camera","Plants",213,"(9,12].2013"
"272","Raw.Transect","Plants",237,"(9,12].2013"
"273","connectance","Hummingbirds",0.184313725490196,"(9,12].2014"
"274","web asymmetry","Hummingbirds",-0.0625,"(9,12].2014"
"275","links per species","Hummingbirds",1.46875,"(9,12].2014"
"276","number of compartments","Hummingbirds",1,"(9,12].2014"
"277","compartment diversity","Hummingbirds",NA,"(9,12].2014"
"278","cluster coefficient","Hummingbirds",0.117647058823529,"(9,12].2014"
"279","nestedness","Hummingbirds",24.3179269776761,"(9,12].2014"
"280","weighted nestedness","Hummingbirds",0.286679349149066,"(9,12].2014"
"281","weighted NODF","Hummingbirds",27.2406639004149,"(9,12].2014"
"282","interaction strength asymmetry","Hummingbirds",0,"(9,12].2014"
"283","specialisation asymmetry","Hummingbirds",0.013429400723445,"(9,12].2014"
"284","linkage density","Hummingbirds",4.31914893617021,"(9,12].2014"
"285","weighted connectance","Hummingbirds",0.134973404255319,"(9,12].2014"
"286","Fisher alpha","Hummingbirds",26843543989.4575,"(9,12].2014"
"287","Shannon diversity","Hummingbirds",3.85014760171006,"(9,12].2014"
"288","interaction evenness","Hummingbirds",0.694814020364372,"(9,12].2014"
"289","Alatalo interaction evenness","Hummingbirds",1,"(9,12].2014"
"290","H2","Hummingbirds",0,"(9,12].2014"
"291","number.of.species.HL","Hummingbirds",15,"(9,12].2014"
"292","mean.number.of.shared.partners.HL","Hummingbirds",0.638095238095238,"(9,12].2014"
"293","cluster.coefficient.HL","Hummingbirds",0.281602002503129,"(9,12].2014"
"294","weighted.cluster.coefficient.HL","Hummingbirds",0.401021711366539,"(9,12].2014"
"295","niche.overlap.HL","Hummingbirds",0.166355549212692,"(9,12].2014"
"296","togetherness.HL","Hummingbirds",0.085978835978836,"(9,12].2014"
"297","C.score.HL","Hummingbirds",0.683957671957672,"(9,12].2014"
"298","V.ratio.HL","Hummingbirds",2.22519083969466,"(9,12].2014"
"299","discrepancy.HL","Hummingbirds",23,"(9,12].2014"
"300","extinction.slope.HL","Hummingbirds",2.34054562712835,"(9,12].2014"
"301","robustness.HL","Hummingbirds",0.693109894081449,"(9,12].2014"
"302","functional.complementarity.HL","Hummingbirds",26.1465010888614,"(9,12].2014"
"303","partner.diversity.HL","Hummingbirds",1.38649004200124,"(9,12].2014"
"304","generality.HL","Hummingbirds",4.78723404255319,"(9,12].2014"
"305","Raw.Camera","Hummingbirds",109,"(9,12].2014"
"306","Raw.Transect","Hummingbirds",101,"(9,12].2014"
"307","connectance","Plants",0.184313725490196,"(9,12].2014"
"308","web asymmetry","Plants",-0.0625,"(9,12].2014"
"309","links per species","Plants",1.46875,"(9,12].2014"
"310","number of compartments","Plants",1,"(9,12].2014"
"311","compartment diversity","Plants",NA,"(9,12].2014"
"312","cluster coefficient","Plants",0.117647058823529,"(9,12].2014"
"313","nestedness","Plants",24.3045314415604,"(9,12].2014"
"314","weighted nestedness","Plants",0.280581728272357,"(9,12].2014"
"315","weighted NODF","Plants",27.2406639004149,"(9,12].2014"
"316","interaction strength asymmetry","Plants",0,"(9,12].2014"
"317","specialisation asymmetry","Plants",0.013429400723445,"(9,12].2014"
"318","linkage density","Plants",4.31914893617021,"(9,12].2014"
"319","weighted connectance","Plants",0.134973404255319,"(9,12].2014"
"320","Fisher alpha","Plants",26843543989.4575,"(9,12].2014"
"321","Shannon diversity","Plants",3.85014760171006,"(9,12].2014"
"322","interaction evenness","Plants",0.694814020364372,"(9,12].2014"
"323","Alatalo interaction evenness","Plants",1,"(9,12].2014"
"324","H2","Plants",0,"(9,12].2014"
"325","number.of.species.HL","Plants",17,"(9,12].2014"
"326","mean.number.of.shared.partners.HL","Plants",0.654411764705882,"(9,12].2014"
"327","cluster.coefficient.HL","Plants",0.256737588652482,"(9,12].2014"
"328","weighted.cluster.coefficient.HL","Plants",0.461805555555556,"(9,12].2014"
"329","niche.overlap.HL","Plants",0.199342691622103,"(9,12].2014"
"330","togetherness.HL","Plants",0.108193277310924,"(9,12].2014"
"331","C.score.HL","Plants",0.637179621848739,"(9,12].2014"
"332","V.ratio.HL","Plants",1.51219512195122,"(9,12].2014"
"333","discrepancy.HL","Plants",22,"(9,12].2014"
"334","extinction.slope.HL","Plants",2.24200638472536,"(9,12].2014"
"335","robustness.HL","Plants",0.685885283922342,"(9,12].2014"
"336","functional.complementarity.HL","Plants",26.513675534172,"(9,12].2014"
"337","partner.diversity.HL","Plants",1.20770300516903,"(9,12].2014"
"338","generality.HL","Plants",3.85106382978723,"(9,12].2014"
"339","Raw.Camera","Plants",109,"(9,12].2014"
"340","Raw.Transect","Plants",101,"(9,12].2014"
